web-scraper-order,web-scraper-start-url,evento,evento-href,nome,data,localização,descrição,imagem,preço
"1638499652-526","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 23:00RÉVEILLON CHURCH 2022Rua dos Inconfidentes, 1141 - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-church-2022__1413434","RÉVEILLON CHURCH 2022","31 de dezembro de 2021, 23h  - 01 de janeiro de 2022, 05h","Rua dos Inconfidentes, 1141 - Belo Horizonte, MG","Descrição do evento
                        
                        ﻿RÉVEILLON CHURCH 2022
SEXTA 31/12 23h-05h
EVENTO 100% OPEN BAR
E assim iremos terminar o ano em grande estilo!
A Church mais uma vez abrirá suas portas para entregar excelência em um evento 100% OPEN BAR e divinamente decorado!
Line up
João Pieri
Stella Campy
Zennone 
Renan Felipe Pio+convidados
► CARDÁPIO
• DESTILADOS
Vodka OrloffGin NacionalWhisky Red LabelRum Oro
• CERVEJAS
Budweiser LongStella Long

• NÃO ALCOÓLICOS
Suco - morango / laranja / pêssegoRefrigerante - Coca / Coca Zero / SpriteEnergéticoTônicaÁgua com e sem gás
• DRINKS
Sex on the beachMojito com VodkaVodka com energéticoRed ginGin tropicalGin tônicaWhisky com energéticoCuba
+ Às 03hs serviremos uma mesa com frios, petiscos e frutas

► DRESS CODE - BRANCO/VERMELHO (mas não é obrigatório, vista-se da forma que se sentir confortável)
► INGRESSOS
• Garanta sua entrada comprando antecipado pelo Sympla;
_____________________________________________________________________
Vamos aos recados:
• Capacidade reduzida.
• Vamos fortalecer o rolê e seguir os protocolos de segurança! Máscara,
álcool em gel e mesas distanciadas!• Teremos sabão líquido, álcool em gel e papel tolha disponíveis em
todos os banheiros para higienização das mãos!____________________________________________
Church SavassiRua dos Inconfidentes, 1141,
Funcionários https://www.churchhouse.com.br/https://www.instagram.com/churchsavassi/https://www.facebook.com/churchhousebhtwitterNosso público é da diversidade, respeite as pessoas!►Evento para maiores de 18 anos.►Aceitamos cartão de crédito e
débito.

• Política de cancelamento:Cancelamentos de ingressos deverão ser solicitados até 48 horasantes do início do evento, ou seja, até 23hs do dia 29 de dezembro 2021.","url('https://images.sympla.com.br/618ebe695eb91-lg.jpg');"">","R$ 120,00"
"1638499626-520","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 21:00REVEILLON RANCHO BILL 2022Rancho bill - Contagem, MG","https://www.sympla.com.br/reveillon-rancho-bill-2022__1398245","REVEILLON RANCHO BILL 2022","31 de dezembro de 2021, 21h  - 01 de janeiro de 2022, 06h","Rancho bill - Contagem, MG","Descrição do evento
                        
                        RÉVEILLON RANCHO BILL 2022 - ALL INCLUSIVEO Melhor Réveillon da Cena, sucesso absoluto, anuncia a sua 11ª edição com os melhores shows, TOTALMENTE OPEN BAR E OPEN FOOD!LIVE SHOWS:NEGA JACKIE & BandaDANI MORAIS & Banda
DJs:Pista 1DJ CLAUDIO DIAS (Dj residente MiNEIRO BILL)DJ ELOA PROCOPIO (BH)- SHOWS:NAYLA BRIZARDWANDERA JONESHOSTESS:PENÉLOPE FONTANAALL INCLUSIVEOPEN BAR: Cerveja (Skol/ Brahma), cuba. vodka Orloff, selvagem, HI-FI, Run, Energético, Refris (Coca-cola / Sprite / Fanta / Guaraná) e Água.+ RODADA DE CHAMPAGNE NA VIRADAOPEN FOOD: Mesa de frios, frutas, salgados tradicionais e finos.VENDA ANTECIPADAINDIVIDUAL:- LOTE PROMOCIONAL: R$ 180,00 (somente por poucos dias)- 1º LOTE: R$- 2º LOTE: R$MESAS PARA 4 e 6 PESSOAS - reserva antecipadaVENDAS POR ENQUANTO SOMENTE PELO SYMPLAEM BREVE VENDAS NOS PONTOS PRESENCIAIS.A mudança de lote pode ocorrer a qualquer momento de acordo com a disponibilidade de cada lote;
INFORMAÇÕESClassificação: 18 anos;Venda online se encerra as 19h do dia 31/DEZ;Valor sujeito a alteração na hora do evento;Evento Sujeito à lotação.

LOCAL: RANCHO BILL: Rua Sindicalista Lucio Guterres, nº 20. Chacara da Cótia, Contagem | MG |(31) 9 9766-2346 | 9 9458-8389 | 9 9745-8345REALIZAÇÃO:RANCHO BILL","url('https://images.sympla.com.br/617ca632b36cb-lg.jpg');"">","R$ 180,00"
"1638499648-525","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 20:00Reveillon Carpe Squad - Welcome 2022Carlos Prates Airport - SBPR - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-carpe-squad-welcome-2022__1379553","Reveillon Carpe Squad - Welcome 2022","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 08h","Carlos Prates Airport - SBPR - Belo Horizonte, MG","Descrição do evento
                        
                        O melhor réveillon  de BH esta de volta.Em breve , maiores informações.INSTAGRAM: https://www.instagram.com/squadprodutorabh/","url('https://images.sympla.com.br/616871f64fa1d-lg.jpg');"">","R$ 50,00"
"1638499593-511","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 22:00Réveillon Privilégio | Like Food BeerLike food beer - Betim, MG","https://www.sympla.com.br/reveillon-privilegio-like-food-beer__1413333","Réveillon Privilégio | Like Food Beer","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 06h","Like food beer - Betim, MG","Descrição do evento
                        
                        Estávamos ansiosos para anunciar! Vai ter Réveillon no Like para fecharmos 2021 e começarmos 2022 com pé direito!
Shows com:
Henrique & Manoel
Magno Morais
DJ Miia Siqueira
DJ Brenin BHZ
DJ Mak3r
+ DJ Staash","url('https://images.sympla.com.br/619edf2537540-lg.png');"">","R$ 30,00"
"1638499589-510","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 20:00RÉVEILLON NA PRAIA - 2022Praianus Bar - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-na-praia-2022__1416823","RÉVEILLON NA PRAIA - 2022","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 03h","Praianus Bar - Belo Horizonte, MG","Descrição do evento
                        
                        CLASSIFICAÇÃO LIVRE, MENORES DE 18 ANOS ACOMPANHADOS PELOS PAIS!REVÉILLON NA PRAIA | PAGODE | SERTANEJO| FUNK | 20H

Vendas no escuro. Shows de pagode, sertanejo, funk e DJs com ritmos variados. Bebidas e comidas pagos à parte! 
* Mesa de boas-vindas!(Até durar o estoque)
*Haverá venda de comidas e bebidas no local! 
Classificação livre. (Desde que menores estejam acompanhados pelos pais)
Cardápio especial para o dia- Pratos típicos com preços promocionais
RESERVAS DE MESAS E + INFORMAÇÕES:  (31) 99572-4887 (whats)","url('https://images.sympla.com.br/619e65fe5511b-lg.jpg');"">","R$ 30,00"
"1638499655-527","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 22:00Reveillon Riba 2022Riba  - Nova Lima, MG","https://www.sympla.com.br/reveillon-riba-2022__1409330","Reveillon Riba 2022","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 06h","Riba  - Nova Lima, MG","Descrição do evento
                        
                        【   REVEILLON RIBA 2022   】
A vida (re)começa agora ! 
O Riba subiu as montanhas de Nova Lima com uma proposta descontraída e atual para a noite do seu Reveillon. Uma SUPER PRODUÇÃO em um local inédito na grande BH, com 1.650m² de pura diversão, 4 bares para atendimento, praça de alimentação exclusiva e uma área open air planejada para assistir a queima de fogos do jeito que o seu ano novo merece ! 
Nos vemos la em RIBA !!! 
 ATRAÇÕES• DU MONTEIRO• CHRIS PIPINO• DJ ANDRÉ MAYRINK
OPEN BAR PREMIUM • Gin BEEFEATER• Vodka ABSOLUT• Whisky 8 anos• Espumante• Cerveja• Tônica• Sucos• Refri• Água
+ OPEN FOOD BY CÉLIA SOUTO MAYORCom mais de 40 anos de mercado o Buffet Célia Souto Mayor é referência em Minas Gerais, destacando-se pelo alto nível de qualidade. O sabor é incomparável e já foi aprovado pelos mais exigentes clientes do Brasil. É que para encantar e satisfazer você a nossa equipe escolheu os melhores ingredientes, criando um cardápio exclusivo para o nosso Reveillon.
Teremos Petiscos e Petit Gourmet (Coxinha de Frango com Catupiry, Crespinho de Milho com Creme Cheese, Espetinho de Frango ao Pomodoro, Bombom de Beringela e Gergelim, Cestinha de Massa Phyllo Recheada de Creme de Alho Porró, Beignets de Funghi, Shitake e Champignon).
Buffet Ponto Fixo (Pennine Rigate, Molho Trio de Queijos, Rigatoni, Ragú de Linguiça à Moda Napolitana e mais).
Cafeteria (Café Expresso, Suspiro, Petit Four Mini Cookie, Brigadeiro com Escamas de Chocolate e mais). 

Vendas abertas: www.sympla.com/riba2022
 Maiores Informações e lounges;Bela Grecco (31) 9.9292-0633Rodrigo Dimas: (31) 9.8749-1342Vini Freitas: (31) 9.9480-0876
@laprariba 

Vamos curtir em segurança: 
Para a entrada no Riba será exigida a apresentação do comprovante de vacinação completa (duas doses ou dose única) ou resultado de exame PCR ou Antígeno negativado nas últimas 72h, juntamente com seu documento original com foto. 
O comprovante de vacinação completo pode ser feito através da cópia do seu cartão de vacina ou através do App ConnectSUS. 

Política de ingressos Sympla:
- O ingresso é pessoal (nominal). É indispensável a apresentação de um documento de identificação original e oficial com foto, juntamente com o ingresso impresso ou no aplicativo da Sympla, para validação da titularidade.
- Trocas de titularidade poderão ser realizadas pelo titular da compra; basta instalar nosso app! Se você ainda não instalou, clique em uma das opções a seguir: symp.la/android| symp.la/ios  . Após fazer o login, vá até a aba 'Ingressos', clique sobre o ingresso que deseja alterar e no menu 'Opções', selecione 'Editar participantes'. Siga os procedimentos indicados na tela e confira os dados preenchidos antes de confirmar a alteração! A troca pode ser realizada apenas uma vez por ingresso e a permissão para alterar estará disponível até 24 horas antes do início do evento. Se desejar obter mais informações sobre o procedimento, acesse este link: bit.ly/TrocaSelfService. Dúvidas poderão ser encaminhadas para participante@sympla.com.br.
- Em caso de arrependimento da compra, o reembolso do valor do ingresso somente será efetuado caso a solicitação seja feita no prazo de até 7 (sete) dias a contar da data da compra, e desde que realizado o pedido de devolução com, no máximo, 48 (quarenta e oito) horas de antecedência do horário de início do evento. Essa solicitação deve ser feita pelo titular da compra através do e-mail: participante@sympla.com.br.
Caso não tenha recebido o ingresso (ou inscrição) em seu e-mail, você pode acessá-lo a qualquer momento através do aplicativo da Sympla, disponível na App Store ou Play Store (www.sympla.com.br/app), no site da Sympla (menu “Meus pedidos”), entrando em contato através do e-mail participante@sympla.com.br ou acesse este link: bit.ly/CadeMeuIngresso.
Outras informações podem ser encontradas em nossa Central de Ajuda: bit.ly/AjudaSympla.
A Sympla não se responsabiliza por ingressos adquiridos em pontos de venda não oficiais.","url('https://images.sympla.com.br/618aa7e2767f8-lg.png');"">","R$ 270,00"
"1638499581-508","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 19:30RÉVEILLON 2022 | AA WINE EXPERIENCEAA Wine Experience - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-2022-aa-wine-experience__1413924","RÉVEILLON 2022 | AA WINE EXPERIENCE","31 de dezembro de 2021, 19h30  - 01 de janeiro de 2022, 01h","AA Wine Experience - Belo Horizonte, MG","Descrição do evento
                        
                        Preparados para 2022? Esta virada será ÚNICA e um verdadeiro ritual de passagem para o início de um novo ciclo! Com mais luz, saúde e felicidade!E nós já estamos super preparados para celebrar com você em grande estilo no restaurante mais encantador e charmoso da cidade! Viva uma noite inesquecível regada a ótimos vinhos, um menu surpreendente e muita alegria!Para o Réveillon 2022, preparamos um verdadeiro banquete! Nosso menu contempla 1 entrada + 1 prato principal + 1 sobremesa, com bebidas e taxa de serviço não inclusas e cobradas à parte. OBS.: a taxa de 10% cobrada pelo Sympla não corresponde à taxa de serviço do restaurante.Confira abaixo os detalhes do nosso menu:ENTRADACrostini de pernil com ameixa ao creme de limão siciliano e crocante de nozes caramelada.Creme de lentilha com pancetta e redução de balsâmico com amora.
____________________
PRATO PRINCIPALPaleta de cordeiro cozida lenta ao próprio molho com risoto de hortelã, e crocante de castanha de caju.Bacalhoada de forno: Lascas de bacalhau, batatas, alho poro, cebola roxa, azeitona azapa, pimentões coloridos, tomates babys e ervas frescas.Penne ao molho de queijo brie é damasco com redução de vinho tinto.____________________SOBREMESACreme de chocolate branco com amêndoas lâminas e calda de romã.Brownie com creme de nozes e telha de chocolate crocante.
____________________VALOR: R$299,90 por pessoa / Compras apenas por mesaBebidas e taxas de serviço cobradas à parteHorário:Quer comprar sem taxas? Ligue para (31) 2512-0942 ou mande um Whatsapp clicando neste link: https://api.whatsapp.com/send?phone=553125120942","url('https://images.sympla.com.br/619021a9ac23b-lg.jpg');"">","R$ 599,80"
"1638499630-521","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 22:00Réveillon Mister Rock 2022Mister Rock - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-mister-rock-2022__1406557","Réveillon Mister Rock 2022","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 05h","Mister Rock - Belo Horizonte, MG","Descrição do evento
                        
                        Réveillon 2022 Mister Rock
Enfim podemos lançar nosso Revellion!
Dia 31/12/2021Horário: 22:00 às 05:00
Shows com as bandas:
Mister Rock All Stars e ConvidadosSnowblind (Pearl Jam)Rockstation (Clássicos do Rock)Locomotive (Guns N' Roses)Militia (Metallica)

OPEN BAR
Cervejas Heineken / Brahma/ Laut Pilsen e Fuel / Cerveja sem álcool e Chopp 
Whisky: Jack Daniels / Red Label
Vodka: Orloff - Smirnoff
Agua / Suco / Coca / Guarana / Coca zero
Drinks: Caipifrutas, Caipivodkas, Caipirinhas, outros
OPEN FOOD
Salgados: Coxinha de catupiry, pastel assado, risole de milho c/requeijão, risole de carne, empada de frango, risole napolitano 
Salaminho / lombo canadense defumado / Azeitona / Muçarela / presunto / Capetinha / Sacanagem
Pratos quente: Estrogonofe de frango com arroz e batata palha
Café da manhã: Café / Chocolate quente / suco / biscoitos variados/ manteiga / pães variados 
Ingressos 
Individual - 200,00Mesa para 2 pessoas - 400,00Mesa para 4 pessoas - 800,00
Todos que comprarem ingresso, concorrerá a 01 par de ingressos + 02 passagens de ônibus leito para o Rock in Rio 2022 pela Mister Rock Tur. O sorteio será feito na noite do Revellion
No próximo dia 13/11 faremos um evento no Mister Rock com todas as bandas do Réveillon. Quem adquirir ingresso antecipado concorrerá ao sorteio de mais 01 par de ingressos para o nosso Revellion. O sorteio será feito no dia do evento. 
Informações: (31) 99238 7499","url('https://images.sympla.com.br/618840b3e0600-lg.jpg');"">","R$ 200,00"
"1638499641-524","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 21:00RÉVEILLON 2022 - CASA DO ROCK -31 DEZEMBRO - 21 HORASRÉVEILLON 2022 - CASA DO ROCK - Belo Horizonte, MG","https://www.sympla.com.br/reveillon-2022-casa-do-rock-31-dezembro-21-horas__1409913","RÉVEILLON 2022 - CASA DO ROCK -31 DEZEMBRO - 21 HORAS","31 de dezembro de 2021, 21h  - 01 de janeiro de 2022, 05h","RÉVEILLON 2022 - CASA DO ROCK - Belo Horizonte, MG","Descrição do evento
                        
                        SOMOS 100% À PROVA DE CHUVA
ESTACIONAMENTO NO LOCAL GRATUITO
MAIOR QUANTIDADE DE BARES PARA SERVIÇOS
USO DA ARENA DO MERCADO DISTRITAL
EVENTO PARA POUCOS CONVIDADOS,
SEM FILA, EXCLUSIVO,
FOCADO 100% NA ENTREGA DOS NOSSOS SERVIÇOS,
UMA EXPERIÊNCIA HONESTA.CERVEJARIA LÄUT
APRESENTA
REVEILLON 2022
CASA DO ROCK
OPEN BAR
OPEN FOOD
ALL EXCLUSIVE

﻿A LÄUT ENTROU NO ROCK!
21HS às 05HS
LOCALIZAÇÃOMERCADO DISTRITAL DO CRUZEIRO
DISTRITAL
Rua Opala, s/n° - Bairro: Cruzeiro
PIXRESERVA VIA PIX SEM TAXAPara quem desejar realizar sua RESERVAvia PIX sem taxa,
favor clicar no link abaixo:CLIQUE AQUI PARA REALIZAR SUA RESERVA VIA PIX

ATENÇÃOA política padrão da Sympla garante o direito ao cancelamento do pedido até 07 (sete) dias após a reserva, desde que solicitação seja encaminhada ao Gerente até 48 horas antes do início da nossa abertura.
FORMATO
INGRESSO INDIVIDUAL
MESA BISTRÔ PARA 2 PESSOAS
MESAS PARA 4 PESSOAS( MESAS OCUPADAS POR ORDEM DE CHEGADA )

OPEN BAR
Cervejas
Chopp Artesanal LÄUT
Cerveja HeinekenCerveja BudweiserCerveja Brahma DestiladosJack Daniel's 07 / Horney / FireWhisky Red Label 8 anosWhisky Chivas 12 anos Zuur GinVodka Liquid
DrinksTropical GinGin TônicaGingibreXeque MateJack 'n'CokeVodka And Red Bull
Vinhos e Espumantes Consecha TarapacaRosëCabernet SauvignonMerlotSavignon BlancChardonay
EspumanteSalton BrutSalton Rosë Brut
Soft Drinks Água SucoRefrigeranteRed Bull
OPEN FOOD
assinado pelo
Buffet Cristina Misk
Há 20 anos no mercado, o Buffet Cristina Misk oferece aos convidados o refinamento, a elegância e os sabores da gastronomia mundial.Cristina Misk é sinônimo de qualidade e prestígio: é uma experiência de bom gosto, muito além do sabor.
Mesa de Petiscos
Linguicinha Frita
Mandioquinha Frita
Batata Frita Palito
Mix de Azeitonas com Ramos de Alecrim
Espiral Crocante com Trio de Molesons
Batatinhas à Vinagrete
Berinjela Marroquina
Baguete Francesa Fatiada

Salgados Assados
Vol au Vent de Alho Porró com Geléia de Damasco
Bala Folhada de Azeitona
Cremozinho de Frango
Empanadas de Queijo e Ervas
Mini Quiche de Espinafre

Salgados Fritos﻿
Isca de Camarão com Molho Tártaro
Croqueta de Costela ao Molho de Mostarda e Mel
Delícia de Alho Porró
Bolinho Agridoce de Risoto com ProvoloneBolinha Bicolor (espinafre e tomate seco)
Quibinho
Pastel Frito de Carne
Pastel Frito de Queijo
Bolinho de Bacalhau
Casulo de Anjo
Bolinho de Siri
Bolinho de Aipim com Queijo Coalho
Bolinha Napolitana
Massas
Servidas à vontade no buffet
Penne com Iscas Bovina ao Molho Madeira e Champignon
Penne ao Molho Mediterrâneo com Ragu de Costela

Mesa de Café
Quitutes
Petits fours
Casquinha de laranja e limão
Mini Broa Cremosa de Fubá
Suco de Laranja
Bombom de Brigadeiro
Presentinho Crocante
Palha Italiana

SAVE THE DATE
OPEN BAR
OPEN FOOD
ALL EXCLUSIVE

SEXTA-FEIRA
31 DE DEZEMBRO
A PARTIR DAS 21 HORAS

* ATRAÇÕES *﻿

VELOTROL
CLÁSSICOS DO ROCK

LUREXQUEEN TRIBUTE

CASH
THE BEST ROCK
FORMATO LIVE SHOW
BANDA COMPLETA
LOCOMOTIVEGUNS 'N' ROSES TRIBUTE

* DJ *

DJ KRIOK
RICARDO LUTTERBACH

No que depender de nós, a noite nunca vai ter fim!
""Rock 'n' Roll pode não resolver seus problemas, mas permite que você dance por todos eles.""
Pete Townshend﻿

LOCALIZAÇÃO PRIVILEGIADAAS MELHORES BANDAS DE ROCK DO CIRCUITO MINEIRO
SOMOS 100% A PROVA DE CHUVA - 100% COBERTO 
PROTOCOLOS COVID
* O evento seguirá as medidas exigidas pelo Decreto Municipal de Belo Horizonte.
* Será permitida a entrada com apresentação do cartão de vacinação com as duas doses contra a Covid-19 completas, no período de 15 dias antes da data do evento.
* Caso o participante ainda não tenha completado as duas doses, poderá ser apresentado o resultado do teste negativo contra a Covid-19, desde que realizado 72h antes do evento.
* Na entrada, haverá aferição de temperatura e disponibilização de álcool em gel.
* Parceria ROCK DO MERCADO e Droga Clara. Ao apresentar o seu ingresso em qualquer unidade Droga Clara, você paga R$34,90 no teste AG Rápido Swab Nasal (antígeno).

Política de ingressos Sympla:
- O ingresso é pessoal (nominal). É indispensável a apresentação de um documento de identificação original e oficial com foto, juntamente com o ingresso impresso ou no aplicativo da Sympla, para validação da titularidade.- Trocas de titularidade poderão ser realizadas pelo titular da compra; basta instalar nosso app! Se você ainda não instalou, clique em uma das opções a seguir: symp.la/android| symp.la/ios  . Após fazer o login, vá até a aba 'Ingressos', clique sobre o ingresso que deseja alterar e no menu 'Opções', selecione 'Editar participantes'. Siga os procedimentos indicados na tela e confira os dados preenchidos antes de confirmar a alteração! A troca pode ser realizada apenas uma vez por ingresso e a permissão para alterar estará disponível até 24 horas antes do início do evento. Se desejar obter mais informações sobre o procedimento, acesse este link: bit.ly/TrocaSelfService. Dúvidas poderão ser encaminhadas para participante@sympla.com.br.- Em caso de arrependimento da compra, o reembolso do valor do ingresso somente será efetuado caso a solicitação seja feita no prazo de até 7 (sete) dias a contar da data da compra, e desde que realizado o pedido de devolução com, no máximo, 48 (quarenta e oito) horas de antecedência do horário de início do evento. Essa solicitação deve ser feita pelo titular da compra através do e-mail: participante@sympla.com.br.Caso não tenha recebido o ingresso (ou inscrição) em seu e-mail, você pode acessá-lo a qualquer momento através do aplicativo da Sympla, disponível na App Store ou Play Store (www.sympla.com.br/app), no site da Sympla (menu “Meus pedidos”), entrando em contato através do e-mail participante@sympla.com.brou acesse este link: bit.ly/CadeMeuIngresso.Outras informações podem ser encontradas em nossa Central de Ajuda: bit.ly/AjudaSympla.A Sympla não se responsabiliza por ingressos adquiridos em pontos de venda não oficiais.**Ao comprar este convite você autoriza o uso de sua imagem e voz em todo e qualquer material entre fotos, vídeos e documentos dos organizadores e patrocinadores.**","url('https://images.sympla.com.br/618af52a19d0c-lg.jpg');"">","R$ 280,00"
"1638499597-512","https://www.sympla.com.br/eventos/belo-horizonte-mg/reveillon?c=sudeste&page=3","Sex, 31 Dez · 21:00ÚLTIMA NOITE º REVEILLON 2022 º BELLAGIO º MC KEKELBellagio Villa Bar - Nova Lima, MG","https://www.sympla.com.br/ultima-noite-o-reveillon-2022-o-bellagio-o-mc-kekel__1419311","ÚLTIMA NOITE º REVEILLON 2022 º BELLAGIO º MC KEKEL","31 de dezembro de 2021, 21h  - 01 de janeiro de 2022, 05h","Bellagio Villa Bar - Nova Lima, MG","Descrição do evento
                        
                        O Bellagio Vila da Serra, está preparando uma festa de Réveillon que vai transformar as suas expectativas em experiências inigualáveis;
Usando todo o complexo da casa que abrange desde o deck de mesas, o clube e os camarotes, a noite do réveillon promete ser única. Uma SUPER PRODUÇÃO com praça de alimentação exclusiva, atração nacional, 6 bares para atendimento, espaço ""relax"" e um ambiente open air totalmente planejada para você começar o ano com boas energias. 
Um Open Bar Premium, com drinks exclusivos e tudo o que você deseja para uma noite renovadora;
Atrações
 • MC Kekel-  autor dos hits ""Partiu"" e ""Namorar pra que?""• Boris Furman - Revelação do sertanejo em Minas Gerais • Dj Dope - Eletrônico • Djs Rond - Funk
• + Djs open format 

Open Bar:
• Gin Zuur• Red Bull (todos os sabores)
• Vodka Absolut• Whisky Ballantines • Espumante • Vinhos importados
• Cerveja • Refrigerante, Tônica e Citrus• Suco• Água
Lembre-se que, em nossa festa, sua única preocupação é não se preocupar. De qualquer modo, se precisar, estamos aqui para ajudá-lo. Todos os serviços e comodidades em um só lugar – Lojinha, Praça de Alimentação, Central de Atendimento e concierge.
Mesas: Teremos um espaço reservado para mesas. Temos mesas para 4 convidados e são vendidas da seguinte forma: Valor individual multiplicado por quatro. Isso garante que os integrantes das mesas possam chegar em horários diferentes e que cada um tenha o seu ingresso. O local das mesas será reservado e a entrada será liberada mediante credenciamento que será realizado na entrada do evento somente para quem adquiriu este beneficio. Teremos um bar de apoio próximo as mesas e atendimento com garçons. Cada mesa receberá um combo com 8 Red Bulls e uma garrafa super premium de vodka, whisky ou gin. 


 Maiores Informações, empresariais, camarotes, mesas:Rabelo: +55 31 99125-3054Lucas : +55 31 99928-1989André:  +55 31 99993-7778
CANCELAMENTOS - Em caso de arrependimento da compra, o reembolso do valor do ingresso somente será efetuado caso a solicitação seja feita no prazo de até 7 (sete) dias a contar da data da compra, e desde que realizado o pedido de devolução com, no máximo, 48 (quarenta e oito) horas de antecedência do horário de início do evento. Essa solicitação deve ser feita pelo titular da compra através do e-mail: participante@sympla.com.br. Caso não tenha recebido o ingresso (ou inscrição) em seu e-mail, você pode acessá-lo a qualquer momento através do aplicativo da Sympla, disponível na App Store ou Play Store (www.sympla.com.br/app), no site da Sympla (menu “Meus pedidos”), entrando em contato através do e-mail participante@sympla.com.br ou acesse este link: bit.ly/CadeMeuIngresso.Outras informações podem ser encontradas em nossa Central de Ajuda: bit.ly/AjudaSympla.A Sympla não se responsabiliza por ingressos adquiridos em pontos de venda não oficiais.","url('https://images.sympla.com.br/6197b3d22082f-lg.jpg');"">","R$ 280,00"
