web-scraper-order,web-scraper-start-url,evento,evento-href,nome,data,localização,descrição,imagem,preço
"1638497418-502","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 21:00RÉVEILLON HIGH LINE 2022R. Girassol, 144 - São Paulo, SP","https://www.sympla.com.br/reveillon-high-line-2022__1267044","null","31 de dezembro de 2021, 21h  - 01 de janeiro de 2022, 05h","null","Descrição do evento
                        
                        IMPORTANTE
Por 3 anos consecutivos o Réveillon do High Line Bar trouxe experiências únicas, alegrias e boas vibrações em nossa festa da virada.
Estaremos juntos em 2022, para celebrarmos com uma festa que será a melhor de todos os tempos!

______________________________________________________________________________________________________________________________________
O High Line Bar convida a todos para a 3ª edição do melhor Réveillon de SP.Após o grande sucesso nos anos de 2018 e 2019 abrimos mais uma vez nossas portas para passar a melhor noite de Réveillon com amigos e familiares em 2022. Após um período difícil temos o dever de nos encontrar novamente para celebrar e brindar a vida. Curtir com os amigos, viver momentos únicos e pensarmos que o amanhã será sempre melhor. 
Alta gastronomia ao seu dispor a noite inteira.
CEIA: (21h00 às 23h00)FINGER FOODS: (21h00 às 00h00) Serviço VolanteILHA DE ANTEPASTOS: (Noite Inteira)SOBREMESAS: (após 00h30)OPEN BAR: (21h00 às 06h00)DJ Rooftop: (22h00 às 00h00)BANDA: (00h00 às 02h00)BANDA: (02h00 às 04h00)DJ BALADA: (04h00 até final)Saiba mais informações: https://www.reveillonhighline.com/Siga no Instagram: @highlinebar*Crianças até 10 anos são isentas.","url('https://images.sympla.com.br/6102d2f544107-lg.png');"">","R$ 750,00"
"1638497347-484","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 22:00Réveillon W EventosBackside House - Bragança Paulista, SP","https://www.sympla.com.br/reveillon-w-eventos__1417130","null","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 08h","null","Descrição do evento
                        
                        Réveilon 2022!O jeito mais gostoso de começar é com a gente!
Djs:Sam MiuraMiracleBruno BlasJulio LemeJessér AlmeidaLucas PortioliLukas S VibesVini SistLucas D'AngeloLow VisionNOFF","url('https://images.sympla.com.br/619509f47a124-lg.jpg');"">","R$ 50,00"
"1638497367-489","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 20:00Réveillon Coco Bambu OsascoAv. dos Autonomistas, 1828 - Osasco, SP","https://www.sympla.com.br/reveillon-coco-bambu-osasco__1411238","null","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 03h","null","Descrição do evento
                        
                        Réveillon  Coco Bambu Osasco 1º lote R$ 350,00 (175 reais de consumação). A festa de Réveillon começará às20h do dia 31 de dezembro de 2021 eencerrará às 03h do dia 01 de janeiro de 2022. Crianças até 6 anos de idade serão isentas de qualquer cobrança;Crianças de 7 até 12 anos, pagaram 50% (cinquenta por cento) do valor integral e terão direitos a 50% da consumação;A partir de 13 anos, será cobrado o preço integral;INFORMAÇÕES SOBRE RESERVA DE MESAApós a compra efetivada, ir até a Unidade OSASCO ou entrar em contato através dos telefones : (11) 4880-1213 Whatsapp (11) 96978-0521  a fim de efetuar a reserva da mesa e assinatura de contrato. 
É imprescindível que as informações solicitadas no box (nome e telefone) sejam verídicas para que possamos entrar em contato em caso de necessidade.","url('https://images.sympla.com.br/618c38606f90a-lg.jpg');"">","R$ 350,00"
"1638497343-483","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 20:00Réveillon dos Sonhos no Castelo dos Vinhais!Castelo dos Vinhais - Vinhedo, SP","https://www.sympla.com.br/reveillon-dos-sonhos-no-castelo-dos-vinhais__1410145","null","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 03h","null","Descrição do evento
                        
                        Réveillon dos Sonhos no Castelo dos Vinhais!Já imaginou começar 2022 com muita luz e encantamento em um verdadeiro Castelo Medieval? 
Venha conosco vivenciar grandes emoções nesta, que é uma das datas mais esperadas do ano!

O Castelo dos Vinhais preparou para você e sua família, uma experiência inesquecível de Réveillon, que ficará registrada para sempre em suas recordações e corações!Atrações incríveis esperam por você em nosso espaço, que possui,  em uma área de 22 mil metros quadrados,  dois lindos castelos medievais que foram totalmente  projetados para encantar seus visitantes com a época medieval e seus caminhos de pedras, portões de ferro, torres, lagos e bosques! 

Você e sua família serão recebidos às em nossos portais por personagens temáticos da época medieval,  e direcionados ao Castelo Vale do Luar  para uma recepção surpreendente em sabores, com espumante e menu elaborado especialmente para a noite mais mágica do ano!


Em nosso deck do lago encantado teremos apresentação musical ao vivo e muita diversão

Nossos bosques e jardins estarão repletos de luzes e preparados com vários cenários instagramáveis para  você passear e registrar essa noite extraordinária! Registre e publique nas suas redes sociais toda sua energia positiva em lindos cenários com carruagens, arcos de flores e balões com as frases: “Feliz 2022!” e “Feliz Ano Novo”! 


Também teremos vários lounges montados com muito charme e elegância para aquele momento de bate-papo e descanso entre uma música e outra, além de vários bistrôs para você continuar se deliciando com nosso menu especial de Réveillon!


No Castelo Vale dos Sonhos você encontrará uma maravilhosa pista de dança montada especialmente para essa ocasião! Em nosso palco teremos a noite toda, apresentação com uma super Banda Baile e DJ para você dançar muito nessa noite que será incrível! 




No Castelo Vale do Luar e no Vale dos Sonhos teremos nossa deliciosa gastronomia com finger food, petit menus e ilhas montadas com muitas frutas,  para você se deliciar à vontade! Escolha sua mesa e aproveite momentos mágicos ao lado de quem você ama! 



Teremos também um maravilhoso serviço de bartender preparando deliciosos drinks e coquetéis



Enquanto não chega o momento da contagem regressiva, aproveite também o Bar do Castelo com a maravilhosa cerveja especial Belladorf, chopps, deliciosos coquetéis e drinks à vontade!


E qual o momento mais esperado do Réveillon? Você já sabe! A mágica queima de fogos que faz qualquer coração parar por um instante de tanta emoção!
Prepare-se para ver a mais linda queima de fogos com o Castelo Vale dos Sonhos ao fundo!!! Escolha um lugar em nosso gramado para fazermos juntos a contagem regressiva! 


Vamos dar um “adeus” ano velho com muita gratidão por chegar até aqui,  e um lindo  “Feliz Ano Novo” com toda positividade que 2022 merece!!!
Observação: As fotos divulgadas são ilustrativas pois estaremos montando uma temática exclusiva para o evento.Corra e garanta já seu ingresso! São limitados para esse evento!

Programação, viva esta experiência:
- Abertura dos portões e recepção no Castelo Vale do Luar a partir das 20:00h;- Musica ao vivo para tornar a sua chegada especial;- Serviço de buffet em ilhas ao estilo finger food, petit menu e muitas frutas;- Serviço de bartender com vários coquetéis e drinques especiais;- Vários cenários e ambientes para tirar fotos especiais para bombar nas redes sociais (Instagram, Tik Tok, Facebook, Whatsapp)- Personagens temáticos da era medieval para tornar suas fotos mais especiais;- A partir das 22:00h show ao vivo com banda baile, DJ e pista de dança no Castelo dos Sonhos;- Bistrô com menu da noite e bar com a cerveja especial Belladorf, chopes, drinks e coquetéis;- Contagem regressiva às 23:59h no gramado em frente ao Castelo Vale dos Sonhos;- Especial queima de fogos de artificio para brindar a chegada de 2022;- Balada até as 03:00h para dançar muito e comemorar.
Observações adicionais:
Segurança adicional: não será permitida a utilização de Drones no evento para garantir a segurança dos visitantes presentes no local.Crianças de 0 a 3 anos:  não paganteCancelamento de ingressos: não serão aceitos pedidos de cancelamento com antecedência inferior a 7 dias da data do evento.Estacionamento (não incluso no ingresso): Para mais informações e valores entre em contato no WhatsApp (19) 97168-8579
Não esqueça de marcar nossa ""hashtag"" oficial para esse evento #réveillon2022nocastelodosvinhais   :-)","url('https://images.sympla.com.br/619bc0955c1db-lg.png');"">","R$ 1.400,00"
"1638497359-487","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 20:00Réveillon no Ibis 2022 - Open bar e foodibis Jundiai Shopping - Jundiaí, SP","https://www.sympla.com.br/reveillon-no-ibis-2022-open-bar-e-food__1395186","null","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 02h","null","Descrição do evento
                        
                        RÉVEILLON NO IBIS 2022 - OPEN BAR E FOOD
Um novo tempo merece um novo réveillon!!!Idealizado inicialmente para atender aos hóspedes do hotel, o evento de réveillon no ibis, realizado pela GO UP EVENTOS, teve grande aceitação na sua edição de estreia em 2019 e um rápido crescimento na última edição em 2020. Com o sucesso conquistado  nos  anos anteriores, o evento foi reformulado e este ano acontecerá no formato OPEN BAR E FOOD, visando maior comodidade, menos espera e muito mais liberdade para comemorar a chegada de um novo ano em grande estilo. E tudo isso, claro, com vista para a principal avenida da cidade no rooftop do melhor hotel de Jundiaí, o Ibis Jundiaí Shopping.Para entregar bom atendimento e comida de qualidade, nos unimos a grandes empresas que são referência na cidade.BUFFET NADYRCom 35 anos de experiência na área de eventos, o Buffet Nadyr é referência de qualidade, confiança e respeito aos seus clientes. Com o Buffet Nadyr, nosso cardápio será feito com carinho e excelência.OPEN FINGER FOODS
- Mini baked potato
- Mini quiche de alho poró
- Mini esfiha de carne
- Mini hamburguer
- Batata frita (embalagem individual)
- Barquinha de salpicão
- Canapé de azeitonas pretas
- Mini kibe frito recheado
- Isca de frango
- Petit menu – penne ao molho branco com brócolis
- Petit menu – creme de abobora com gorgonzolaOPEN BAR
- Cerveja
- Refrigerante
- Água
- Suco
- Caipirinha
- Caipiroska
- SaquerinhaOBS: Não cobramos rolha. Fique a vontade para levar seu espumante ou bebida preferida.LINE UP - ATRAÇÕES MUSICAIS
O evento possui dois ambientes, sendo um com DJs tocando música eletrônica e outro com música ao vivo, voz e violão. Seguem abaixo nossas atrações já confirmadas para animar sua virada de ano:
DJ's
Igor Mezaki (Open Format)
Markão (House)
Alef B - (Tech House)
Noctown - (Progressive House / Tech House)MÚSICA AO VIVO
Tom Nando (Pop Rock, MPB, Marchinhas, Samba)ESPAÇO KIDS
As crianças são muito bem-vindas no nosso evento. Sucesso nas edições anteriores, nosso espaço kids estará equipado com brinquedos e uma monitora para receber as famílias e suas crianças. Necessário a presença dos pais ou responsável durante toda a permanência da criança no espaço kids.INFORMAÇÕES ÚTEIS
- Estacionamento terceirizado no próprio hotel, pago a parte.
- Para compra de pacote hospedagem + ingresso favor entrar em contato com o ibis: (11) 3308-8300
- Crianças até 06 anos não pagam.
- Bebidas alcóolicas permitidas somente para maiores de 18 anos. Maiores informações:
GO UP EVENTOS
(11) 98858-1188 (Pedro)
(11) 97140-6683 (Breno)
* O evento será realizado seguindo as diretrizes do Plano São Paulo de prevenção a COVID-19, podendo haver alterações no seu formato ou até mesmo cancelamento de acordo com a legislação vigente em 31/12/2021.","url('https://images.sympla.com.br/617ac6d0939ab-lg.png');"">","null"
"1638497410-500","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 22:00Reveillon da Euphoria - OpenBarEuphoria Lounge - São Paulo, SP","https://www.sympla.com.br/reveillon-da-euphoria-openbar__1412451","null","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 08h","Eeee, vai ter Réveillon  open bar dos drinks que vocês gostam da Euphoria na virada para 2022 , além do set e amigos que vocês já estão acostumados em nosso Rolê + surpresinhas 

Bora com a gente quem estiver em SP?","Descrição do evento
                        
                        
Eeee, vai ter Réveillon  open bar dos drinks que vocês gostam da Euphoria na virada para 2022 , além do set e amigos que vocês já estão acostumados em nosso Rolê + surpresinhas 

Bora com a gente quem estiver em SP? 
OPENBAR ALL NIGHT( BUDWEISER- GIN ( tônica, melancia, tropical, coco),CAIPIRINHAS, SUCO, REFRIGERANTE, AGUA)
R$150,00 (PRIMEIRO LOTE ESGOTADO)R$ 180,00 ( SEGUNDO LOTE ) R$ 220,00 ( TERCEIRO LOTE ) 
Djs
Wes Oliver 
Stogui
Luis Giusti + convidados","url('https://images.sympla.com.br/618d8703d3c05-lg.jpg');"">","R$ 180,00"
"1638497382-493","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 20:00REVEILLON CEIA ESPECIALRestaurante All Seasons - São Paulo, SP","https://www.sympla.com.br/reveillon-ceia-especial__1403241","null","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 00h","null","Descrição do evento
                        
                        REVEILLON CEIA ESPECIAL

É com grande prazer que o chefe suíço Christophe Besse
apresenta seu Menu Especial para a ceia de réveillon no restaurante, com o tema
alegria,  que será realizado em 31 de
dezembro de 2021, a partir das 20:00h.

 

Antipasti

Crostini, bruschettas, pastas e azeite

 

Entradas

Salada Havaiana

Mosaico de pescados Printanière, coulis de
mango com pimenta biquinho

Salada de lentilhas verdes do Puy, confit de
aves e vinagrete de mostarda à l´ancienne

Aspargos verdes, vinagrete de mel com tomilho

Queijo crotin marinado e gratinado com nuts e
passas

Canelone de salmão marinado

Trouxinha de repolho roxo com canela e maçã
verde

Patê de cordeiro em crosta

Salada exótica

Sopa de melão ao porto, tartare de tomate e
crispie de presunto Serrano

Mesa de queijos e pães variados

Palmito pupunha assado, musse de truta
defumada perfumada com wasabi

 

Pratos
principais

Coxa de pato confitadas, molho de maracujà

Batata paillasson

Bacalhau a Portuguesa

Arroz de forno

Navarin de cordeiro Printanière

Medalhão de filé gratinado, infusão alecrim

Sopa de lentilhas verdes da sorte (1h30)

Sobremesas

Delicia de manga com crocante

Charlotte choco/goiaba

Verrine de musse de chocolate branco e
maracujá

Eclair avelã

Pudim chocolate

Cheese cake de frutas

Tartelette de pêssego

Mil folhas tradicional

Sorvete ganduia e favas de baunilha

Suspiro

Calda de chocolate

Coulis de manga

Chantilly

 

Bebidas alcóolicas e não alcóolicas inclusas:
Água, Refrigerantes, Estação de drinks e caipirinhas, Vinho branco, tinto e
espumante sugestão All Seasons

Criança até 06 anos cortesia e
de 7 até 12 anos 50% de desconto;

Música ao vivo com DJ, 2 cantoras e percussionista;

Reservas pelo tel.: (11) 2627-1336/ 2627-1337
–Zap: (11) 9 7640-3503

Consulte mais
informações no site: www.restauranteallseasons.com.br;

E-mail: allseasons@restauranteallseasons.com.br","url('https://images.sympla.com.br/6183d292291f3-lg.jpg');"">","R$ 840,00"
"1638497415-501","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 22:00REVEILLON FLUTUARCasa Flutuar - São Paulo, SP","https://www.sympla.com.br/reveillon-flutuar__1390953","null","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 07h","null","Descrição do evento
                        
                        A maior cidade do Brasil não poderia ficar sem uma festa de Reveillon de respeito.#RéveillonFlutuar, começando o ano na sua praia em SP!Estão preparados (as) para a melhor festa de réveillon da cidade?Para celebrar todos os desafios que foram vencidos por nós neste ano, convidamos vocês a viver uma experiência única com a gente e @agenciahandsup aqui na Casa. Nossa meta é mostrar que histórias inesquecíveis são  construídas ao lado de quem amamos, vamos nessa?Prontos para colecionar momentos, sorrir, cantar e celebrar a entrada desse novo ciclo, com um Open Bar & Food super premium. E para fechar o ano com uma contagem regressiva exclusiva com efeitos especiais!OPEN BARBombayGrey GooseJack Daniel'sChandonHeinekenOPEN FOODLine-Up
Pista RooftopBruninho e DaviFUN7FUN7
FodassyO DJ Leo","url('https://images.sympla.com.br/6176da5ca7175-lg.jpg');"">","R$ 490,00"
"1638497354-486","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 20:00REVÉILLON REPUBLIC PUB 2022R. Delfina, 110 - São Paulo, SP","https://www.sympla.com.br/reveillon-republic-pub-2022__1428177","null","31 de dezembro de 2021, 20h  - 01 de janeiro de 2022, 02h30","","Descrição do evento
                        
                        Para uma data especial preparamos uma festa da virada sem esquecer de nenhum detalhe para você celebrar a virada do ano com seus amigos e familiares em grande estilo!

Traremos a Banda Mach5 a qual já se consagrou na noite paulistana e é uma das bandas preferidas do público aqui do Pub, com um repertório que passeia pelo pop e classic Rock,  e para abertura e encerramento da festa da virada traremos o DJ Roger PA,  que está preparando uma trilha sonora incrível para levantar a galera!
Além disso,  o ingresso de entrada dá direito a uma mesa de frutas onde você poderá se servir a vontade e um Welcome drink de caipirinha ou Sex Appeal ou Gim Larios.
O cardápio preparado com o melhor da comida de boteco,  porém, com tendências a data (disponível em nosso site).
A casa abrirá as 20 horas,  banda Mach5 ao vivo no palco às 22 horas, com apresentação até a 1:30 da manhã. 
A casa encerra as 2:30 da manhã. 
Ingressos a R$ 200,00 por pessoa, mais consumação. 
Venha celebrar nosso Réveillon e começar 2022 em grande estilo!
Instagram: @republicpub","url('https://images.sympla.com.br/61a519b2e2cd0-lg.png');"">","R$ 200,00"
"1638497400-497","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 21:00FESTA DE REVEILLON NA VILA DO SAMBAVILA DO SAMBA - São Paulo, SP","https://www.sympla.com.br/festa-de-reveillon-na-vila-do-samba__1378033","null","31 de dezembro de 2021, 21h  - 01 de janeiro de 2022, 04h","null","Descrição do evento
                        
                        Venha festejar o Ano Novo com muito Samba e Alegria na Vila do Samba!
Sexta 31/12 = Das 21h às 4h.BUFFET ESPECIAL de ANO NOVO + OPEN BAR:CERVEJA (HEINEKEN E PETRA PURO MALTE), RED LABEL, GELO DE CÔCO, CAIPIRINHAS (CACHAÇA, SAQUE, VODKA), GIN TÔNICA, DOSE SELETA, ÁGUA, REFRIGERANTE E BLUE SPIRIT ICE.MUITO SAMBA, BLACK MUSIC e SAMBA-ROCK...ATRAÇÕES ESPECIAIS...AGUARDEM...!!!GARANTA JÁ SEU CONVITE ANTECIPADO E ECONOMIZE...!!!SORTEIOS DE VOUCHERS PARA O CAFÉ DA MANHÃ ESPECIAL NO HOTEL BOURBON BY RIO.Maiores informações: (11) 3858-6641 ou contato@viladosamba.com.br

A capital paulista está atualmente na fase de transição do Plano São Paulo do Governo do Estado, podendo realizar eventos, convenções e atividades culturais.
A partir das 21h - OPEN BAR/OPEN FOOD.
Para acessar detalhes sobre os Protocolos Sanitários que devem ser seguidos por eventos culturais e de entretenimento, museus, centros culturais, bibliotecas e acervos, cinemas, teatro, salas de espetáculos e auditórios, confira o Protocolo Setorial desenvolvida pelo Governo do Estado de São Paulo: https://www.saopaulo.sp.gov.br/wp-content/uploads/2020/07/protocolo-setorial-cultura-lazer-e-entretenimento-v14.pdf","url('https://images.sympla.com.br/616de7fe43a75-lg.jpg');"">","R$ 1.200,00"
"1638497386-494","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","31 Dez01 OutReveillon 2022 - Sutton.Av. Brg. Faria Lima, 4509 - São Paulo, SP","https://www.sympla.com.br/reveillon-2022-sutton__1348417","null","31 de dezembro de 2021, 22h  - 01 de outubro de 2022, 06h","null","Descrição do evento
                        
                        Reveillon 2022 - Sutton. 
É hora de receber o novo ano das nossas vidas com alegria e esperança no coração. Depois de muita espera nosso momento chegou. 
Vamos celebrar juntos a entrada de uma nova era. São 8 horas de festa com open food + open bar premium com muita música boa. 

CARDÁPIO: 
ENTRADAS:
- MINI CAPRESE 
- SALADA CAESAR 
- BATATAS GLACIADAS EM MANTEIGA DE ERVAS
- CANAPÉ DE SALMÃO EM SOUR CREAM 
- MINI BRUSCHETTA DE MUÇARELA DE BUFALA E TOMATINHO 
- TABULE COM ENDIVIAS 
- SALADA ALEMÃ DE BATATA E OVOS 
PRATOS:
- RISOTO DE COGUMELOS 
- RIOTO CREMOSO COM JÁMON, ALHO-PORÓ E PIMENTA DEDO DE MOÇA. 
- SALMÃO GRELHADO COM PURÊ DE MANDIOQUINHA E VEOUTÉ DE LIMÃO 
- GNOCCHI ARTESANAL DE BATATA AO MOLHO POMODORO E BASÍLICO 
- ESCALOPE DE FILET AO VINHO 
- LOMBO SUÍNO COM COGUMELOS. 
SOBREMESAS:
- BROWNIE COM CASTANHA DO PARÁ 
- TORTA DE LIMÃO 
- PAVÊ DE MORANGO. BUFFET COMPLETO DE CAFÉ DA MANHÃ. OPEN BAR PREMIUM: 
- MOSCOW MULE
- DRY MARTINI
- NEGRONI 
- CALVIN KLIEN 
- CLASSIC GIN TONICA 
- GYT BARCELONETA 
- GYT BATLLÓ 
- GYT LONDON 
-WISKY
-STELLA ARTOIS
- REFRIGERANTES
-ÁGUA.","url('https://images.sympla.com.br/6143ad9db3391-lg.jpg');"">","R$ 500,00"
"1638497350-485","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 22:30Reveillon Madness Virada 2022Brooklin - São Paulo, SP","https://www.sympla.com.br/reveillon-madness-virada-2022__1432238","null","31 de dezembro de 2021, 22h30  - 01 de janeiro de 2022, 06h","null","Descrição do evento
                        
                        Reveillon Madness Virada 2022 vem ai ... 
Sobre o Organizador : Orlando Madness @orlandomadness
São mais de 23 anos trabalhando na noite, mais de 500 festas realizadas, mais de 25 festas em Mansões, 8 festas de Natal, e esse ano iremos para 5º ano de Reveillon em São Paulo com todas edições com Sold Out e esse ano não será diferente. O 1º ano de Reveillon foi numa mansão no Morumbi e as ultimas 3 edições foram no Hotel Prince Tower. Nesse ano decidimos que voltaremos para uma casa na região do Brooklin, um lugar maravilhoso, com jardim e piscina. 
Sexta_feira  31/12 tem Réveillon Madness São Paulo Virada 2022 em uma Mansão no Brooklin, onde o endereço será divulgado só no dia da festa. São 5 anos de tradição com todas as edições com casa cheia e musica de qualidade. Esse ano são 7 Djs tocando e 1 show do banda Quarteto São jorge fazendo especial Jorge Ben & Tim Maia e Brasilidades 


REVEILLON MADNESS 2022 SP 
Rap.Jazz.Soul.R&B.Funkclassics.Reggae.Ragga.Trap.Funk.Brasilidades
A festa começa as 22:30h no dia 31/12 e vai até 06H da manhã do 1/1/2022
Local: Acompanhe as nossas redes sociais que vc saberá sobre a festa, fotos da casa onde irá acontecer a festa, as atrações, virada de lote, as ultimas festa que organizador já realizou, endereço da festa, ... 
Instagram: @orlandomadness / @madnessforfriends Facebook : Orlando Madness/Orlando Mendes/ Madnessforfriends 
Show 
Quarteto São Jorge Especial Jorge Ben & Tim Maia + Brasilidades Dj DanDan (Criolo/Discopédia)
Dj Marco (Criolo/Discopédia)Dj Kokay ( Song for Smoka)Dj Ju Salty (Madness)Dj Dubstrong (Chocolate)Dj NovSet (Dow Raiz)Dj Batata (Dow Raiz)

OPEN BAR 

Whisky Red Label  Vodka Absolut Vodka SmirnoffGin Gordon Energético Red Bull / Red Bull Tropical / Redbull Melancia Cerveja Heineken ou Becks e Budweiser ou  StellaCatuaba Drinks EspumantesAgua de cocoRefrigeranteTonica Água
OPEN FOOD 
Open Food: Mesas de frutas e Finger Foods 
Cardapio de Finger Foods : em breve 
VALORES 
 Ingresso Antecipado 1º Lote Promocional Reveillon 2022  Open Bar & Food  - R$ 2002º Lote Reveillon 2022  Open Bar & Food - R$ 250 3º Lote Reveillon 2022  Open Bar & Food - R$ 300Porta: Se tiver ingresso disponivel     
Qualquer duvida, formas de pagamento, ...  vc pode entrar em contato pelo email:  lista.cb@gmail.com ou whatapp: 11992221034 

ATENÇÃO 
A política padrão da Sympla garante o direito ao cancelamento do pedido até 7 dias após a compra, desde que a solicitação seja encaminhada antes das 48 horas que antecedem o início do evento. 

Algumas Informações IMPORTANTES

ENTRADA APENAS COM COMPROVANTE DE VACINA -> AS 2 DOSES. SEM ISSO. SEM FESTA. SEM CHORO. Leve a sua carteirinha de vacinação ou app do ConectSUS
Se beber não dirige !!! Vá de Uber ou Taxi 
Não é Não !!! Respeite a todos !!! 
Não aceitamos nenhum tipo de discriminação Proibido a entrada de menores de 18 anos","url('https://images.sympla.com.br/61a7c69fca3ae-lg.jpg');"">","R$ 200,00"
"1638497370-490","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 19:00RÉVEILLON 2022 PRAIA DO LAGOAv. Francisco Conde, 700 - Guarulhos, SP","https://www.sympla.com.br/reveillon-2022-praia-do-lago__1384568","null","31 de dezembro de 2021, 19h  - 01 de janeiro de 2022, 04h","COMBO: 2 GARRAFAS (WHISKY RED LABEL OU GIN BEAFETER OU ABSOLUT / 5 ENERGÉTICOS OU REFRIS + 5 GELOS DE COCO + 2 BALDES COM 5 CERVEJAS CADA A ESCOLHA HEINEKEN, ORIGINAL)","Descrição do evento
                        
                        RÉVEILLON 2022 PRAIA DO LAGO!!!Preparados para a melhor festa da Virada de São Paulo!?Será uma Noite com muita energia Positiva. Um dia especial para todos celebrarmos mais uma Virada de Ano, e agradecer a Deus pela VIDA!O ANO DA GRATIDÃO E DA ESPERANÇA !!!LINE UP 19:00-04:00!!!!4 BANDAS 19:00-23:40 / SAMBA - BRASILIDADES - HOUSE2 DJS 23:40-04:00/ HOUSE - FUNK - PARTY - HIP HOP - TRAP - ELETRONICO - SERTANEJO E TUDO QUE A GENTE GOSTA !!!!LIVE SAX/DJ 23:40-00:40-------------------INGRESSOS DISPONÍVEIS!--------------------------------COMBO/ AREIA (10 INGRESSOS + 2 GARRAFAS + ACOMANHAMENTOS + 2 BALDES DE CERVEJA)SECO / AREIA E GRAMADO1/2 9 A 17 ANOS FREE 0 A 8 ANOS TEREMOS MESAS DISPONÍVEIS. ESCOLHA DO LOCAL POR ORDEM DE CHEGADA DE ACORDO COM CADA SETOR!OBS: NO DIA O CARDÁPIO DE COMIDAS DA PRAIA ESTARÁ DISPONÍVEL DAS 19:00-23:50...COMBO: 2 GARRAFAS (WHISKY RED LABEL OU GIN BEAFETER OU ABSOLUT / 5 ENERGÉTICOS OU REFRIS + 5 GELOS DE COCO + 2 BALDES COM 5 CERVEJAS CADA A ESCOLHA HEINEKEN, ORIGINAL)
APROVEITE !!!COMPRA PRESENCIAL NA PRAIA DO LAGO NÃO POSSUI TAXAS!!!
AS PULSEIRAS DEVERÃO SER RETIRADAS NA PRAIA DO LAGO ATÉ UM DIA ANTES DO EVENTO 30/12/2021 
ALOHA!!!!! #VEM 2022","url('https://images.sympla.com.br/616eeecaa481c-lg.jpg');"">","R$ 1.800,00"
"1638497404-498","https://www.sympla.com.br/eventos/reveillon?c=sudeste&page=2","Sex, 31 Dez · 22:00RÉVEILLON YACHT 2022R. Treze de Maio, 703 - São Paulo, SP","https://www.sympla.com.br/reveillon-yacht-2022__1409191","null","31 de dezembro de 2021, 22h  - 01 de janeiro de 2022, 06h","","Descrição do evento
                        
                        Vem aí o Réveillon mais esperado de todos os tempos!!! 
Réveillon Yacht 2022 
Venha celebrar o fim de 2021 na nossa tradicional festa da virada e prepare-se para uma experiência inesquecível!!! 
Começamos na noite do dia 31 e vamos até a manhã do ano seguinte! Separe sua roupa branca e venha começar 2022 no barquinho mais amado do Brasil, dançando tudo o que a gente não dançou em quase 600 dias sem festas!
O QUE TOCA: Pop, Funk e Brasilidades 
LINE UP:Em Breve

INGRESSOS ANTECIPADOS LIMITADOS (não-consumíveis)
PISTALote 1: R$ 100 Lote 2: R$ 150 Lote 3: R$ 200 Lote 4: R$ 250
MEZANINO: Lote 1: R$ 300Lote 2: R$ 350
Protocolos1. Obrigatória a apresentação do comprovante de vacinação, com esquema vacinal completo. 2. Em caso de cancelamento, ou mudança no plano do Governo de SP, terei o reembolso? Sim. O reembolso acontecerá em no  máximo 90 dias após a data de cancelamento.Acesso a portadores de necessidades especiais.
Área para fumantes.Permitido apenas para maiores de 18 anos.","url('https://images.sympla.com.br/618bc4f1bf719-lg.jpg');"">","R$ 100,00"
